sampleID,chao1,shannon,simpson,simpson_e,faith_pd
sC0C,357.78125,3.799761181575435,0.8913275521329728,0.03622820642480708,16.93234614
s1C3A,265.03703703703707,3.364793069672942,0.8496916078730652,0.03411788959777031,13.47652597
s1C3B,301.0882352941177,3.23619095566549,0.8323296417076462,0.026158260511576138,15.68667399
s1G3A,353.0,3.188919304702363,0.829218821909365,0.025130670379170907,16.23535021
s1G3B,287.84000000000003,3.0733634405046715,0.8179733156758155,0.028318041359680347,14.07201512
s1G3C,303.1764705882353,3.1104420097123255,0.8146075216423763,0.023657728464151265,14.99657134
s1M3A,240.875,1.6751947476468692,0.42068274542731887,0.010035871437422678,11.800895399999998
s1M3B,380.0,1.7224781700455127,0.4183946425859023,0.008817327871610187,14.276552850000002
s1M3C,212.7,1.850730511524935,0.4714432267736184,0.011466329385226313,11.96168869
s1M5C,256.3333333333333,1.1607967273135251,0.2783930258858105,0.008770860248156489,12.22257579
s1C5A,302.29411764705884,3.3460744145976196,0.8394498061764477,0.02768258535601005,14.144690540000001
s1C5B,387.6756756756757,3.7981848788990016,0.8936481105329666,0.03394493808563828,18.029762249999997
s1G5A,303.36842105263156,1.9809959942436848,0.5057348412069428,0.010819280881432051,12.92745112
s1G5B,264.7916666666667,2.2148854245518765,0.5878008069884724,0.013043072808420441,13.60728782
s1G5C,338.0526315789474,2.2366594044609833,0.5919313056444149,0.012763373925456942,13.97436635
s1M5A,268.0,1.2934730038125664,0.3170697713530398,0.008820954371103577,11.53644401
s1M5B,303.0,1.2781994295643941,0.31576569703486823,0.008647856059936745,11.741166069999998
s1C7A,321.02777777777777,3.525642518469975,0.8593405584367517,0.02821178531744433,16.981125490000004
s1C7B,387.19354838709677,3.1037208144647415,0.803701249085443,0.019745255505650965,16.47311007
s1G7A,307.25,2.570958743661122,0.6811456673705424,0.017137859878690258,12.473113260000002
s1G7B,313.05882352941177,2.521909847661281,0.6482374018804908,0.015534570484552816,13.42280997
s1G7C,255.79166666666669,2.2045148726113037,0.5466780928212418,0.01246292628848498,13.543371039999998
s1M7A,147.65217391304347,1.3564512636326815,0.31886379096549433,0.013108349416965316,8.90322156
s1M7B,186.25,1.1493128883606636,0.2561592911287812,0.012111476155533643,9.306692040000001
s1M7C,230.47619047619048,1.3950118081550076,0.3266306883581991,0.00996690713393142,10.94895166
s1C10A,338.02777777777777,3.99107131701596,0.9114022805076712,0.04291624423979122,16.134517080000002
s1C10B,336.0625,3.930440249178636,0.9075785954204904,0.04380568564577964,16.64918686
s1G10A,204.03846153846155,3.055165405192338,0.8167246219697504,0.035201743805220606,12.215835080000002
s1G10B,218.0,3.1048335293307754,0.8109982217228208,0.03168236831779494,13.104694460000001
s1G10C,298.3125,3.151104463759807,0.8005037331347428,0.022278333897076324,16.396371379999998
s1M10A,303.6666666666667,2.037897143392147,0.5184858051768734,0.009936755856123532,14.48283086
s1M10B,256.5769230769231,2.1500859414471054,0.514705038992249,0.010676696785599453,14.13621292
s1M10C,289.55172413793105,1.9351402269856202,0.4550290116946978,0.008696493197975406,14.607384640000001
s2C3A,396.9230769230769,3.1349461892281822,0.8012578143006146,0.017970158468673895,16.12365658
s2C3B,395.6,2.9324078502832784,0.7454003034385441,0.014655725572247136,16.05831713
s2G3A,336.34375,3.036322854379436,0.8139337387835761,0.023367084706986858,16.74165651
s2G3B,360.2,2.969395470169819,0.801394143559841,0.023528496490583858,16.19454206
s2G3C,340.6666666666667,3.1148462290522687,0.8207575496281412,0.022139029900681315,18.12741329
s2M3A,314.4642857142857,2.5790407148733405,0.716023740545108,0.016153307928303762,16.01656534
s2M3B,320.0882352941177,3.0477604659431927,0.8124201731723469,0.021583253724139665,18.01188969
s2M3C,319.04347826086956,2.951533931407021,0.7988060237092015,0.02355605560496965,15.367364680000001
s2C5A,273.0,3.5072085892411393,0.8657858663482491,0.039422117082944526,12.66307184
s2C5B,369.02222222222224,3.55361177431519,0.8596288258647704,0.02343411105930867,18.832520440000003
s2G5A,347.71794871794873,2.975182483626174,0.7802720893335517,0.017917650343438677,16.39935088
s2G5B,305.5581395348837,3.0677167877970555,0.8073667369001355,0.020682117308860153,16.87791257
s2G5C,316.3125,3.0550168681044507,0.8152445292654609,0.02227390789072444,17.07971997
s2M5A,322.8571428571429,3.064662814927522,0.8107758957646827,0.023077462803807017,15.21103235
s2M5B,384.55555555555554,3.173228223826591,0.8387470348232553,0.025209090858893227,17.52663089
s2G7A,355.1463414634146,3.5041064542125775,0.8699197221051274,0.02745557304478473,18.188140859999997
s2G7B,373.0731707317073,3.479947256642631,0.8630491294306166,0.024668542553490318,18.28619734
s2G7C,400.2439024390244,3.481696931127788,0.8621074140355727,0.023469325287201623,19.61074347
s2M7A,385.125,3.494358391162397,0.8654990590560487,0.02608734113828039,17.429215310000004
s2M7B,336.0975609756098,3.338071492569781,0.8331548249045317,0.022035222691526028,17.778566650000002
s2C10A,338.15,3.4783609365028823,0.8515210086015931,0.026832508138000907,17.389520770000004
s2C10B,357.8857142857143,3.1310493421608103,0.7854239077671962,0.017719967444910018,16.886991000000002
s2G10A,365.94117647058823,3.4661624205926858,0.855207281286584,0.025298258749141517,17.39797484
s2G10B,329.0909090909091,3.6665660064679892,0.8897981035265958,0.03517152713595522,17.20570113
s2G10C,306.1621621621622,3.554995338426805,0.8685596099030619,0.031832684118817976,15.68097913
s2M10B,332.0263157894737,3.2817886934073344,0.8187657293015858,0.02180917083026648,16.05004731
s1C20B,350.9230769230769,3.830725615846496,0.8990146590596225,0.03883304835071364,17.1912863
s1C20A,306.7173913043478,4.044369906591008,0.9202689455847677,0.05057324393976382,16.64554398
s3G3A,296.5416666666667,2.534177618007437,0.6643257068374393,0.015435638819532239,13.01726485
s3G3B,284.6,2.393929067743839,0.6311087022266588,0.014419285486746482,13.25246585
s3G3C,311.61538461538464,2.29488831576583,0.5955093466653354,0.012238836691756743,13.79096929
s3M3A,276.44,2.1621336859928584,0.5890063791827088,0.01294216909156082,14.64263189
s3M3B,309.24,2.8405476279732205,0.7810500280023012,0.022064025997897405,15.630227540000002
s3M3C,229.75757575757575,2.436912675991882,0.6992068148751214,0.017683741518152715,14.93938281
s3G5A,284.7857142857143,3.4365289880952097,0.8558420733187635,0.03451162549743447,13.593278
s3G5B,425.1034482758621,3.49065996187819,0.8626645861027942,0.025370881833139333,17.23207848
s3G5C,399.7368421052632,3.4489914149043934,0.8502495289474412,0.02168108870665065,18.612611
s3M5A,395.2608695652174,3.232958708845585,0.8189508363686173,0.01965609114028021,17.46457042
s3M5B,432.4516129032258,3.6596566447181558,0.8813794332780919,0.026344504046471075,19.34922889
s3M5C,339.2857142857143,3.1350779355767795,0.7955412596097812,0.01881139362794315,17.35529133
s3G7A,437.6,3.2141876839128405,0.8046462747725334,0.016512643656305136,18.95202633
s3G7B,390.0882352941177,3.295120337176747,0.8346520220864936,0.0208546600060193,18.37382689
s3G7C,403.1818181818182,3.407462395895123,0.850412333031026,0.02266116303008899,18.992249290000004
s3M7A,358.7142857142857,3.575486959747967,0.8632814804569084,0.024462535262437808,18.81985267
s3M7B,333.5,3.6896042258827184,0.8904596313625341,0.03307628457768281,17.992866239999998
s3M7C,423.94117647058823,3.761254747594305,0.8963076822237965,0.029135697812968587,20.45073292
s3M10A,416.0,3.9250146356356996,0.9102048457200167,0.03364488942057798,19.50206721
s3M10B,324.25,3.5252141797061056,0.8679417257919834,0.029930492380465565,16.064648050000002
s3M10C,392.7741935483871,3.560604826113729,0.8757983597817955,0.028450259580998002,17.14618109
s3G10A,442.5,3.289984481381131,0.8189824630782412,0.017878079713853134,18.43646669
s3G10B,348.2,3.267083151829289,0.8404443052192535,0.02383043346742465,16.55100551
s2M10A,384.84000000000003,3.637787031221776,0.8688829690884591,0.02620884634854872,18.31199142
s2M10C,338.8571428571429,2.921263692513663,0.7473856845042237,0.016157566704209484,16.25758097
